,class,bruises,gill-attachment,gill-spacing,gill-size,stalk-shape,cap-shape_b,cap-shape_c,cap-shape_f,cap-shape_k,cap-shape_s,cap-shape_x,cap-surface_f,cap-surface_g,cap-surface_s,cap-surface_y,cap-color_b,cap-color_c,cap-color_e,cap-color_g,cap-color_n,cap-color_p,cap-color_r,cap-color_u,cap-color_w,cap-color_y,odor_a,odor_c,odor_f,odor_l,odor_m,odor_n,odor_p,odor_s,odor_y,gill-color_b,gill-color_e,gill-color_g,gill-color_h,gill-color_k,gill-color_n,gill-color_o,gill-color_p,gill-color_r,gill-color_u,gill-color_w,gill-color_y,stalk-root_?,stalk-root_b,stalk-root_c,stalk-root_e,stalk-root_r,stalk-surface-above-ring_f,stalk-surface-above-ring_k,stalk-surface-above-ring_s,stalk-surface-above-ring_y,stalk-surface-below-ring_f,stalk-surface-below-ring_k,stalk-surface-below-ring_s,stalk-surface-below-ring_y,stalk-color-above-ring_b,stalk-color-above-ring_c,stalk-color-above-ring_e,stalk-color-above-ring_g,stalk-color-above-ring_n,stalk-color-above-ring_o,stalk-color-above-ring_p,stalk-color-above-ring_w,stalk-color-above-ring_y,stalk-color-below-ring_b,stalk-color-below-ring_c,stalk-color-below-ring_e,stalk-color-below-ring_g,stalk-color-below-ring_n,stalk-color-below-ring_o,stalk-color-below-ring_p,stalk-color-below-ring_w,stalk-color-below-ring_y,veil-type_p,veil-color_n,veil-color_o,veil-color_w,veil-color_y,ring-number_n,ring-number_o,ring-number_t,ring-type_e,ring-type_f,ring-type_l,ring-type_n,ring-type_p,spore-print-color_b,spore-print-color_h,spore-print-color_k,spore-print-color_n,spore-print-color_o,spore-print-color_r,spore-print-color_u,spore-print-color_w,spore-print-color_y,population_a,population_c,population_n,population_s,population_v,population_y,habitat_d,habitat_g,habitat_l,habitat_m,habitat_p,habitat_u,habitat_w
odor_f,0.6238419598140379,-0.3446415676889407,-0.09803241073353779,-0.26411170938041933,-0.05539405313753379,-0.203097726868629,-0.1460740190472808,-0.013357034238924103,0.08344858893038873,-0.025921475344363978,-0.03784470378356999,0.006690630098334325,0.019221088375759338,-0.013357034238924126,-0.062150835080029415,0.04180668797906021,0.10049936751475054,-0.04440978964260653,-0.07957561010961146,0.1695967165686658,-0.1978674077210713,-0.08084215064823742,-0.02673382984300496,-0.026733829843004972,-0.1505321428282382,0.298813898281694,-0.1369515403468895,-0.09363049508137322,1.0,-0.13695154034688964,-0.04015029469662342,-0.5272691190111161,-0.10855400855847247,-0.16624682281774658,-0.1662468228177469,0.0793601549408056,-0.06580971239031048,0.22308543273487644,0.32439406178711755,-0.1383859598086447,-0.2316033235951879,-0.053626632265822136,0.0944846160204782,-0.03275828595115152,-0.15279932253651207,-0.17544928167862017,-0.06224912954294012,-0.050444610058073866,0.3240204513196044,-0.16311912843131485,-0.24065450767457572,-0.0936304950813735,-0.0030613751738233484,0.5841886518573794,-0.5471070571343684,-0.03275828595115145,-0.016541347548826846,0.6004492781829115,-0.5023388183948958,-0.11454053224818199,0.39378954126298593,-0.04015029469662342,-0.0658097123903105,-0.16624682281774694,0.38190401824438863,-0.09363049508137343,0.14706249465966026,-0.34208170259382464,-0.018894353328643358,0.393789541262984,-0.04015029469662342,-0.06580971239031037,-0.1662468228177473,0.33922730715453964,-0.09363049508137343,0.14706249465966015,-0.3295870940464789,-0.03275828595115152,,-0.06580971239031043,-0.06580971239031035,0.09560945059270796,-0.018894353328643358,-0.04015029469662342,0.17538954367093054,-0.16994535152904278,-0.09521329313563415,-0.046395998074421185,0.7239318535931046,-0.04015029469662342,-0.42751382777064745,-0.04639599807442129,0.7997515343521038,-0.3293074043096715,-0.3402681498185379,-0.046395998074421234,-0.05690788212761695,-0.04639599807442126,-0.03603346960729849,-0.04639599807442129,-0.1340457935366428,-0.12577551465647108,-0.136951540346889,-0.14512208924757034,0.1637439961824124,0.13172469952886243,-0.12180613729446861,0.0030906757761222665,-0.026843492120089546,-0.11620187734121282,0.2561880653276243,0.06183935761314409,-0.09363049508137351
odor_l,-0.21952922241349934,0.26987521372322376,-0.0370698208776492,-0.025661919850043687,-0.09316397019134173,-0.2054035462423129,0.26245504265912345,-0.005050807819460784,-0.09713028482631199,-0.0766622601330243,-0.014310536484079742,0.022859947093231095,-0.11364736522707111,-0.0050508078194607935,0.03203844879585883,0.07466472074535281,-0.033068623439731167,-0.01679304767624466,-0.10829149036591797,-0.12314015231105169,-0.08157063583176848,-0.0305695230941499,-0.010109088170313772,-0.010109088170313743,0.1716311919078246,0.24747225001530468,-0.051786639047124584,-0.03540528744913039,-0.13695154034688964,1.0,-0.015182368988498993,-0.19938071143823224,-0.04104844125226344,-0.06286431086636353,-0.06286431086636356,-0.11828413673587455,-0.024885180646524944,0.05294939694836844,-0.07161160781027863,0.11438514290960591,0.10251319176997467,-0.02027828998073895,-0.0374105012788453,-0.012387166482814623,-0.05777929436062345,0.08463055901736256,-0.023538787475282718,-0.15084857119328207,-0.1573185072966653,0.5151257519294187,-0.09100071523430592,0.3241354065967882,-0.061443097200660594,-0.14613584891677645,0.1717415858685349,-0.01238716648281463,-0.06426286666859907,-0.14318206056675042,0.07103411279347639,0.25404116218504474,-0.05393008424846089,-0.015182368988498993,-0.024885180646524903,-0.06286431086636321,-0.054976917669460564,-0.03540528744913042,-0.12452378147288416,0.20605697164335735,-0.007144680909618867,-0.053930084248460686,-0.015182368988498993,-0.024885180646524913,-0.06286431086636285,-0.0590193542986961,-0.03540528744913042,-0.12452378147288386,0.2101887132376593,-0.012387166482814614,,-0.024885180646524903,-0.024885180646524955,0.036153606558913684,-0.007144680909618867,-0.015182368988498993,0.06632152488187103,-0.06426286666859961,-0.16395433148074484,-0.017544109393916565,-0.09914358245575422,-0.015182368988498993,0.23289534106348586,-0.017544109393916617,-0.11409843425508667,0.11325278279085105,0.1369063801832225,-0.017544109393916648,-0.021519056618235596,0.16061632150130606,-0.14683224973234035,-0.017544109393916648,-0.05068786454014655,-0.04756055435362717,0.28478508544795417,0.18073734302174183,-0.1717207575620492,-0.05062889175951028,-0.12494964432136468,0.09061007140657114,-0.07686828581136505,0.3472615378241091,-0.01361956101151668,-0.04956942398173627,-0.0354052874491304
odor_m,0.06915876083185794,-0.05625699662833687,0.19934680855549855,-0.029279272185183586,-0.044635629644122016,-0.07637697983014252,-0.01619368172998586,-0.0014807531327774963,-0.007482642301617909,0.05103063203794074,-0.0041954420932195854,-0.015648738766420214,-0.04218042678520091,-0.001480753132777493,-0.045202399630602276,0.08182766666118536,-0.009694779430401854,0.2980800297931979,0.025567709426271804,-0.03610118872524329,0.007745368097029021,-0.00896211432055819,-0.0029636969991295443,-0.002963696999129547,-0.025562779416865026,-0.02601189066944301,-0.015182368988498982,-0.010379822828575665,-0.04015029469662342,-0.015182368988498993,1.0,-0.05845275124902519,-0.01203423494866027,-0.018430027152607876,-0.018430027152607848,-0.034677543135709164,-0.007295626861924378,-0.021308208422778335,-0.020994485713698198,-0.015341387904952852,-0.025675411235816126,-0.005945017607016268,-0.0316441060922311,-0.0036315647380189588,-0.016939245006415728,0.06614982215383089,0.3190463850853358,-0.04422450870310645,-0.06217301153122116,0.24614093443694168,-0.0266788202966272,-0.01037982282857571,-0.0180133677462199,0.10389215993910697,-0.08840240359793047,-0.0036315647380189514,-0.018840043918152933,-0.04197690593668018,-0.08301548284469076,0.35053350904313335,-0.01581076613015708,1.0,-0.007295626861924372,-0.018430027152607883,-0.016117667901724943,-0.010379822828575705,-0.03650682942455691,-0.07368044316780747,-0.002094617142004653,-0.015810766130157004,1.0,-0.007295626861924381,-0.018430027152607956,-0.01730279529456137,-0.010379822828575705,-0.036506829424557005,-0.07223208494231743,-0.0036315647380189536,,-0.007295626861924366,-0.007295626861924363,0.010599208698269283,-0.002094617142004653,1.0,-0.22892068624087464,-0.018840043918152912,-0.048066744697182466,-0.005143433659609438,-0.029066077262036034,1.0,-0.06518966381710702,-0.005143433659609445,-0.03345041427180344,-0.03650682942455705,-0.03772193136706276,-0.005143433659609438,-0.006308775079323964,-0.0051434336596094385,0.10339941679143917,-0.005143433659609433,-0.01486023956849701,0.3192218676765942,-0.01518236898849885,-0.028423008029789937,-0.06635573971679992,-0.03447353366004788,0.08387905000291103,-0.039998391158521766,-0.02253559412572676,-0.0128820732828702,-0.0270094648871561,-0.014532344621809253,-0.010379822828575696
odor_n,-0.7855566222366999,0.28517089439425364,0.15775522477670167,0.37133251428727937,-0.4572113176395851,0.24805211787217638,-0.00031366026473841517,0.025332479671813502,0.0668559298817733,-0.09815150193615223,0.07177492938434721,-0.015817398648187084,0.2861709695064532,0.025332479671813433,-0.12513678325071745,-0.14642474954692405,-0.001670320939634268,0.043622411151022764,-0.017539285279489926,0.13821101520635956,0.10613443016296599,0.03287067914146182,0.05070243805126243,0.05070243805126245,-0.0027052767831543547,-0.32398759116726544,-0.19938071143823216,-0.13631182733946037,-0.5272691190111161,-0.19938071143823224,-0.05845275124902519,1.0,-0.15803820388612447,-0.24203020808521558,-0.24203020808521583,-0.45539883970448336,0.12481237762176436,-0.1564385691235652,-0.09877449233089693,0.04413936872648525,0.19031891095105324,0.10170637788611214,0.06931348233963508,0.06212820885962215,0.23981853490202232,0.19444922930509234,0.07438128553183927,-0.17525155074234933,0.13154947708887377,-0.2296085176581812,0.2720115011812874,-0.13631182733946093,0.16606670920607863,-0.46649852163731387,0.34719150685592787,0.06212820885962188,0.18557786044502375,-0.4719199528950612,0.3704828081693169,-0.0910378889278981,-0.20763306449752678,-0.05845275124902519,0.12481237762176453,0.31529785611101346,-0.19425620903825336,0.1775762920782761,-0.13973726019665533,0.06260274584995444,0.03583436360558984,-0.2076330644975257,-0.05845275124902519,0.12481237762176438,0.31529785611101363,-0.14547066472564027,0.1775762920782761,-0.13973726019665503,0.03994217408795448,0.062128208859621774,,0.12481237762176436,0.1248123776217641,-0.18132950924951136,0.03583436360558984,-0.05845275124902519,-0.29935583040549246,0.32231235511719614,-0.08248485837039504,0.0879930122997457,-0.38170691066812096,-0.05845275124902519,0.3521508627244127,0.08799301229974581,-0.4095323034709286,0.28486832846194476,0.2836490200562549,0.08799301229974571,0.10792948055510414,-0.06754554991155456,-0.22515399603071534,0.08799301229974583,0.25422652058220874,0.19389594742727428,-0.03409817065004978,-0.009619648087352184,-0.27538570263734397,0.13672400003753785,0.22883828306694812,0.08964177704348406,-0.08625953635717935,-0.12114480204329238,-0.3261402190638369,-0.07620226584040765,0.17757629207827666
odor_p,0.1869839504781082,0.21391534688858083,-0.02938322301903736,-0.07916211792197889,0.26961051170575523,-0.20649978748098374,-0.0437827188665168,-0.004003499587315112,0.04146393690373043,-0.06076598789260079,-0.011343180923955453,0.018119831920979,-0.11404285933238245,-0.004003499587315112,0.07200833030985407,0.03708435902248085,-0.02621169227305439,-0.013310932002316101,-0.08583675176062774,-0.0976064753562235,0.08781426897552878,-0.024230791878538698,-0.008012922242268924,-0.008012922242268948,0.20082895161640965,-0.07032812644810367,-0.04104844125226313,-0.028063838252808424,-0.10855400855847247,-0.04104844125226344,-0.01203423494866027,-0.15803820388612447,1.0,-0.0498291068689296,-0.04982910686892935,-0.09375737694540844,-0.019725123982100166,-0.05761082096581763,-0.0567626115590424,0.16499855309932718,0.06511285997303944,-0.016073493284884444,0.030907928711264836,-0.009818630538836576,-0.04579849192377549,0.05184111171623619,-0.01865791162754102,-0.11956942614060004,-0.16809663980956444,-0.048891644033891214,0.45107822665538855,-0.028063838252808723,-0.048702588393567114,-0.11583390850391244,0.1361301781272162,-0.009818630538836534,-0.05093766569302848,-0.1134926017539731,0.1449637409346228,-0.03433119698459283,-0.042747433232499174,-0.01203423494866027,-0.0197251239821002,-0.04982910686892984,-0.04357720092882908,-0.02806383825280828,-0.09870320264745915,0.16333011083079896,-0.00566319846162965,-0.04274743323249892,-0.01203423494866027,-0.019725123982100197,-0.04982910686892989,-0.0467814197301338,-0.02806383825280828,-0.09870320264745967,0.1666051168019108,-0.009818630538836583,,-0.01972512398210008,-0.0197251239821001,0.028656989953345015,-0.00566319846162965,-0.01203423494866027,0.05256945165714637,-0.050937665693028,-0.12995764675357815,-0.013906257618381346,-0.07858570463069654,-0.01203423494866027,0.18460342091076043,-0.0139062576183813,-0.09043959912581098,0.1154700928407782,0.10851821256245212,-0.013906257618381292,-0.01705698125329086,-0.013906257618381835,-0.11638590740732915,-0.01390625761838131,-0.04017750269303057,-0.03769865465749447,-0.041048441252263194,0.17327530559181567,0.0009769603508676,-0.09320579826997769,-0.14347128333287903,0.09636233333872021,-0.060929293198939465,-0.034829151416344475,-0.07302525933306969,0.3944045246744182,-0.028063838252808376
odor_s,0.2863596480470107,-0.23293843846969892,-0.04499942043530391,-0.12123412821704983,0.4128994549768795,0.24130342930022938,-0.06705176531514587,-0.006131225326283501,-0.03098272424461826,0.21129808652195572,-0.01737170109419524,-0.06479536752294468,-0.17465281366231059,-0.006131225326283505,0.1102783424526956,0.05679345190094422,-0.040142327482310995,-0.020385245865297993,0.2245270291331623,-0.14948104293790576,0.13448460733148307,-0.03710864497459163,-0.01227152163197482,-0.012271521631974829,-0.10584557081226378,-0.10770516659847006,-0.06286431086636346,-0.042978826922706014,-0.16624682281774658,-0.06286431086636353,-0.018430027152607876,-0.24203020808521558,-0.0498291068689296,1.0,-0.0763116057233703,0.5314686533726637,-0.030208365727406126,-0.08822903983624213,-0.08693003558174159,-0.0635227466220192,-0.10631193555977735,-0.024616015803369327,-0.13102598968429335,-0.015036903318256032,-0.07013885413610242,-0.11511495082742493,-0.028573965804516734,0.4167378608168278,-0.25743436530606245,-0.07487591283736401,-0.11046666392744792,-0.042978826922706236,-0.07458638046580965,0.12639072921991343,-0.07878065972896225,-0.015036903318256013,-0.07800932637745067,0.13262073698725313,-0.060863930741117366,-0.05257707659081455,-0.06546626009382947,-0.018430027152607876,-0.0302083657274061,-0.0763116057233705,-0.06673702148738388,-0.04297882692270621,0.17683857390590385,-0.02747379879692,-0.008672998480062163,-0.06546626009382919,-0.018430027152607876,-0.03020836572740614,-0.07631160572337069,-0.07164417510062751,-0.04297882692270621,0.1768385739059042,-0.02196747262245278,-0.015036903318255992,,-0.030208365727406122,-0.03020836572740605,0.04388721885564877,-0.008672998480062163,-0.018430027152607876,0.08050835184556053,-0.07800932637745112,0.3834257399521417,-0.021296967076952368,-0.12035137059641568,-0.018430027152607876,-0.26992515427445823,-0.0212969670769524,-0.13850521239368105,-0.15116064399627963,-0.1561919106125682,-0.0212969670769524,-0.02612219463728094,-0.02129696707695238,0.42813694526208157,-0.021296967076952392,-0.06153049767729235,-0.057734225060294145,-0.06286431086636309,-0.11768866992334316,0.27774578704518227,-0.14274155359476304,-0.030710750149042624,-0.16561784908853724,0.2103987410708625,-0.053339677099870905,0.15289430923029107,-0.06017281167481773,-0.042978826922706166
odor_y,0.2863596480470102,-0.23293843846969894,-0.044999420435303715,-0.12123412821705033,0.4128994549768808,0.24130342930022916,-0.06705176531514584,-0.006131225326283493,-0.030982724244618277,0.2112980865219559,-0.017371701094195176,-0.06479536752294483,-0.17465281366230997,-0.006131225326283478,0.11027834245269548,0.05679345190094404,-0.04014232748231117,-0.020385245865298014,0.22452702913316286,-0.1494810429379062,0.1344846073314831,-0.03710864497459162,-0.012271521631974761,-0.012271521631974777,-0.10584557081226359,-0.10770516659847029,-0.06286431086636349,-0.042978826922705986,-0.1662468228177469,-0.06286431086636356,-0.018430027152607848,-0.24203020808521583,-0.04982910686892935,-0.0763116057233703,1.0,0.5314686533726637,-0.030208365727406098,-0.0882290398362419,-0.08693003558174166,-0.06352274662201934,-0.1063119355597775,-0.024616015803369265,-0.1310259896842934,-0.01503690331825602,-0.07013885413610267,-0.11511495082742493,-0.028573965804516693,0.4167378608168292,-0.2574343653060625,-0.07487591283736424,-0.11046666392744794,-0.0429788269227062,-0.07458638046580945,0.12639072921991362,-0.07878065972896191,-0.015036903318255994,-0.07800932637745078,0.1326207369872528,-0.06086393074111733,-0.052577076590814474,-0.06546626009382947,-0.018430027152607848,-0.030208365727406077,-0.07631160572337051,-0.06673702148738375,-0.04297882692270608,0.1768385739059046,-0.027473798796919968,-0.008672998480062137,-0.06546626009382919,-0.018430027152607848,-0.03020836572740612,-0.07631160572337083,-0.07164417510062734,-0.04297882692270608,0.1768385739059046,-0.021967472622452938,-0.015036903318256018,,-0.030208365727406056,-0.030208365727405987,0.043887218855648696,-0.008672998480062137,-0.018430027152607848,0.08050835184556046,-0.07800932637745087,0.38342573995214196,-0.021296967076952347,-0.12035137059641607,-0.018430027152607848,-0.2699251542744577,-0.02129696707695234,-0.13850521239368135,-0.15116064399628,-0.1561919106125688,-0.021296967076952323,-0.02612219463728098,-0.02129696707695236,0.42813694526208135,-0.021296967076952323,-0.061530497677292316,-0.05773422506029419,-0.06286431086636303,-0.11768866992334301,0.27774578704518166,-0.14274155359476295,-0.030710750149042534,-0.16561784908853772,0.21039874107086257,-0.05333967709987081,0.15289430923029085,-0.06017281167481776,-0.04297882692270611
gill-color_b,0.5388081615534445,-0.43829196132544646,-0.0846699427139127,-0.22811153103331006,0.7769027436644607,0.4540313483569231,-0.1261631610625384,-0.011536381849381272,-0.05829642829921209,0.39757394002651403,-0.03268621956150298,-0.12191757145366461,-0.32862298190866995,-0.011536381849381251,0.20749735991554014,0.10686133893417192,-0.07553094096438352,-0.03835644065917073,0.42246523423033344,-0.28126031890932623,0.2530433478589057,-0.06982282913414121,-0.023089831458733376,-0.0230898314587334,-0.19915675203151617,-0.20265572751088906,-0.11828413673587446,-0.08086803737147098,0.0793601549408056,-0.11828413673587455,-0.034677543135709164,-0.45539883970448336,-0.09375737694540844,0.5314686533726637,0.5314686533726637,1.0,-0.056839411949709186,-0.16600986582434593,-0.1635656873271628,-0.11952303530774269,-0.20003425392095864,-0.04631696647988117,-0.24653568719963362,-0.028293114227589577,-0.13197176106437497,-0.2165978183227053,-0.0537641601685974,0.7841250056277762,-0.48438297098502753,-0.14088490894468844,-0.20785170155649596,-0.0808680373714713,-0.1403401310547475,0.23781408069478074,-0.14823199680550372,-0.028293114227589587,-0.14678067254279045,0.24953632946299167,-0.11452026446880514,-0.09892789773613929,-0.12317990850144221,-0.034677543135709164,-0.056839411949709144,-0.14358627783426603,-0.12557094583824477,-0.08086803737147133,0.33273566142367755,-0.05169410956332624,-0.01631892760753413,-0.12317990850144162,-0.034677543135709164,-0.056839411949709207,-0.14358627783426664,-0.1348041406505886,-0.08086803737147133,0.3327356614236761,-0.041333524532535866,-0.028293114227589528,,-0.056839411949709165,-0.056839411949709186,0.08257724811640993,-0.01631892760753413,-0.034677543135709164,0.15148278517398908,-0.14678067254279048,0.7214456346935041,-0.04007191570340642,-0.2264505532596785,-0.034677543135709164,-0.5078853711531842,-0.04007191570340645,-0.2606084319644002,-0.28442062017585484,-0.2938873433482575,-0.040071915703406444,-0.04915096021470183,-0.040071915703406444,0.8055732780196003,-0.04007191570340648,-0.11577446249524563,-0.10863147749903299,-0.11828413673587394,-0.22144047287925356,0.5226005057544336,-0.2685794405538957,-0.05778468768412628,-0.31162298667576716,0.3958817509474675,-0.10036279047010759,0.28768264743373695,-0.11321986968180553,-0.08086803737147119
gill-color_e,-0.10549100033272456,0.12968390243302647,-0.01781326624103084,-0.04799119149844217,-0.07316155389233349,-0.12518829846309756,-0.02654280735030854,-0.0024270790171145007,-0.012264680533726115,0.08364350107236107,-0.006876682714067431,-0.025649599966094956,-0.06913726975628039,-0.0024270790171144925,0.04365428389358274,0.02248199798291143,0.17621495422971037,-0.008069610863311009,0.01842131649856385,-0.0591728868968021,-0.0075752676581950186,0.1924957489517685,-0.004857748830948047,-0.004857748830948039,-0.041899547040243845,-0.04263567818415554,-0.024885180646524917,-0.017013403268205364,-0.06580971239031048,-0.024885180646524944,-0.007295626861924378,0.12481237762176436,-0.019725123982100166,-0.030208365727406126,-0.030208365727406098,-0.056839411949709186,1.0,-0.034925947080875513,-0.034411729155182126,-0.025145826034946504,-0.042084160071534905,-0.009744384239998469,-0.051867353316172204,-0.005952440268288218,-0.027764848313179772,-0.045568881722826325,-0.01131116035527072,0.16496795726781766,-0.10190679889712508,-0.02964003886071791,-0.043728831977451595,-0.017013403268205444,-0.029525425890817303,-0.07022307425507816,0.08252747170887093,-0.005952440268288207,-0.030880417716553584,-0.06880368195554869,0.08788272514867368,-0.02081292279827832,-0.025915176452829425,-0.007295626861924378,0.4940209267563529,-0.030208365727406004,-0.026418214287833447,-0.017013403268205444,-0.059837766145070546,-0.010875653239260237,-0.0034332537961354738,-0.025915176452829362,-0.007295626861924378,0.4940209267563519,-0.03020836572740607,-0.028360737834864688,-0.017013403268205444,-0.059837766145070165,-0.008695943962854296,-0.005952440268288199,,-0.011958146487294482,-0.011958146487294478,0.01737299517397205,-0.0034332537961354738,-0.007295626861924378,-0.37522027261661195,0.38724043816558373,0.1517811723653512,-0.008430520682230604,-0.04764174707514654,-0.007295626861924378,-0.10685134590022387,-0.00843052068223064,-0.05482804445640184,-0.05983776614507024,-0.0618294205019173,-0.008430520682230649,-0.010340613353963328,-0.008430520682230616,0.1694803470755771,-0.008430520682230632,-0.024357183414052002,0.5232315094878035,-0.024885180646524688,-0.04658770247744297,-0.10876264244646121,-0.05650502324796673,-0.08697793861126457,-0.06556072970589724,-0.03693773555499138,-0.021114802372992,-0.04427078629112561,-0.02381973599806651,0.7028662225177364
gill-color_g,0.12028463137353682,-0.13832078975985207,-0.05202689185425354,-0.001668438572990893,-0.14751606890839528,-0.3656352505727029,0.12258679044715563,-0.007088726785786619,-0.048604479944973474,-0.062672067507085,0.03415985456502775,0.025253911605402093,0.09144168076354199,-0.007088726785786642,-0.0810319118828551,-0.007181812548038229,-0.022535566483534417,-0.02356876981518101,-0.15198534885288728,0.1234696997189989,-0.18839978538922508,0.034345884732461564,-0.014187941148081978,-0.014187941148081957,0.050507336853073036,0.22685131362403835,0.05294939694836853,0.08451391542453654,0.22308543273487644,0.05294939694836844,-0.021308208422778335,-0.1564385691235652,-0.05761082096581763,-0.08822903983624213,-0.0882290398362419,-0.16600986582434593,-0.034925947080875513,1.0,-0.10050572910377885,-0.07344296963869638,-0.12291446246817886,-0.02846025081424682,-0.1514880620563104,-0.017385187080054182,-0.08109230171456609,-0.13309222740138837,-0.033036306120787874,-0.12317745485842217,0.13154126147786066,0.12873399231659183,-0.09815169166862328,-0.049690746207389724,-0.08623438952672559,0.24327715138482192,-0.18294671773060864,-0.017385187080054192,-0.09019189020218252,0.2513257350279551,-0.16082858908293282,-0.060787935740991436,0.19687451556897584,-0.021308208422778335,-0.03492594708087556,-0.08822903983624147,0.19077263258349586,-0.0496907462073899,-0.02953306659056136,-0.07956717075951569,-0.010027443678369953,0.19687451556897562,-0.021308208422778335,-0.034925947080875645,-0.08822903983624163,0.16884598904538842,-0.0496907462073899,-0.029533066590561177,-0.07311642511177932,-0.01738518708005419,,-0.034925947080875666,-0.03492594708087566,0.050740999930645174,-0.010027443678369953,-0.021308208422778335,-0.09664973157245198,0.10468016192615096,-0.2301072427929711,-0.02462287274408789,0.36192869044714254,-0.021308208422778335,-0.040187914794029965,-0.024622872744088038,0.29779854742197714,-0.07391013416520012,-0.08145378235420911,-0.024622872744088052,0.0785564106983093,-0.024622872744087934,-0.11657775137195815,-0.024622872744088038,-0.07113959507539291,-0.06675046599365773,0.14717272510444548,0.02412087097012961,-0.08321456781507455,0.07240713684803594,-0.08665167173378022,0.11283967728388158,-0.10788339134762388,0.11173239229925722,0.04652793244306224,-0.0205540065070125,-0.04969074620738967
gill-color_h,0.15069434851292832,-0.18160790351083722,-0.05126089514849157,0.08619724208640728,-0.19937350049168978,-0.11036407663197582,-0.0763817284332043,-0.006984358810448595,0.07233646631238039,-0.10601011781243168,-0.019788898161938406,0.031611195395677444,0.0979929276968351,-0.006984358810448619,-0.03546097736275847,-0.05643689415098035,0.05093973231332201,-0.02322176465316084,-0.14974765460677444,0.15016984297348113,-0.13559491092424925,-0.04227215241316244,0.02480708602926542,0.024807086029265412,0.008096519750154036,0.15167621647533647,-0.07161160781027887,-0.04895914478848631,0.32439406178711755,-0.07161160781027863,-0.020994485713698198,-0.09877449233089693,-0.0567626115590424,-0.08693003558174159,-0.08693003558174166,-0.1635656873271628,-0.034411729155182126,-0.10050572910377885,1.0,-0.07236166205333815,-0.12110478155153113,-0.028041227928352654,-0.1492576894093615,-0.017129223374405898,-0.07989837231071026,-0.13113269831713026,-0.032549909552452315,-0.19739445033246764,0.16184446453556978,-0.08529457224059014,0.11357803202162414,-0.04895914478848594,0.16102728254290696,0.20638118256799717,-0.2774977796827823,-0.017129223374405936,0.16755960250343094,0.21402127572253318,-0.26478466691809477,-0.05989294938166554,0.2013133872515374,-0.020994485713698198,-0.034411729155182084,-0.0869300355817413,0.19517663077145064,-0.048959144788486224,-0.025188528724216095,-0.08832289347905009,-0.009879808704396068,0.2013133872515367,-0.020994485713698198,-0.03441172915518216,-0.08693003558174152,0.17313527825933064,-0.048959144788486224,-0.025188528724216126,-0.08194957315589811,-0.01712922337440587,,-0.03441172915518222,-0.03441172915518222,0.04999393552974229,-0.009879808704396068,-0.020994485713698198,0.09171074077424109,-0.08886398672152077,-0.05268731969934009,0.04305217480640763,0.37008898996833195,-0.020994485713698198,-0.2249219156721807,-0.024260347927860203,0.42162149422360923,-0.07419035040897015,-0.08159950590618786,-0.02426034792786015,-0.029756985032180733,-0.024260347927860047,-0.20304259313226955,-0.024260347927860172,0.12438492919467534,-0.06576769275395579,-0.07161160781027864,0.037615838578394976,-0.08083688783785142,0.07140836335890306,-0.1126370684214696,0.18565641471738353,-0.10629501427120305,-0.06076166245300709,0.05057623325146818,0.03068185006198532,-0.04895914478848605
