,Tier,Species_Alligator,Species_Anteater,Species_Bear,Species_Bird,Species_Bull,Species_Cat,Species_Chicken,Species_Cow,Species_Cub,Species_Deer,Species_Dog,Species_Duck,Species_Eagle,Species_Elephant,Species_Frog,Species_Goat,Species_Gorilla,Species_Hamster,Species_Hippo,Species_Horse,Species_Kangaroo,Species_Koala,Species_Lion,Species_Monkey,Species_Mouse,Species_Octopus,Species_Ostrich,Species_Penguin,Species_Pig,Species_Rabbit,Species_Rhino,Species_Sheep,Species_Squirrel,Species_Tiger,Species_Wolf,Gender_Female,Gender_Male,Personality_Big Sister,Personality_Cranky,Personality_Jock,Personality_Lazy,Personality_Normal,Personality_Peppy,Personality_Smug,Personality_Snooty,Hobby_Education,Hobby_Fashion,Hobby_Fitness,Hobby_Music,Hobby_Nature,Hobby_Play,Style 1_Active,Style 1_Cool,Style 1_Cute,Style 1_Elegant,Style 1_Gorgeous,Style 1_Simple,Style 2_Active,Style 2_Cool,Style 2_Cute,Style 2_Elegant,Style 2_Gorgeous,Style 2_Simple,Color 1_Beige,Color 1_Black,Color 1_Blue,Color 1_Brown,Color 1_Colorful,Color 1_Gray,Color 1_Green,Color 1_Light blue,Color 1_Orange,Color 1_Pink,Color 1_Purple,Color 1_Red,Color 1_White,Color 1_Yellow,Color 2_Beige,Color 2_Black,Color 2_Blue,Color 2_Brown,Color 2_Colorful,Color 2_Gray,Color 2_Green,Color 2_Light blue,Color 2_Orange,Color 2_Pink,Color 2_Purple,Color 2_Red,Color 2_White,Color 2_Yellow
Species_Deer,-0.2207455986597109,-0.021873632940660474,-0.02187363294066045,-0.0323585624253957,-0.03004438291361123,-0.02022473186765448,-0.04050209806302089,-0.024867211345608962,-0.0164706988002177,-0.03346430960736842,1.0,-0.03346430960736847,-0.03454030528376496,-0.02486721134560902,-0.027563988270412895,-0.03558929203367424,-0.02341440459994266,-0.024867211345609,-0.02341440459994266,-0.021873632940660467,-0.03235856242539568,-0.023414404599942665,-0.02486721134560899,-0.021873632940660474,-0.023414404599942658,-0.032358562425395684,-0.01424565022057601,-0.026246719160104966,-0.03004438291361123,-0.03235856242539566,-0.03761538880482657,-0.020224731867654493,-0.03004438291361123,-0.03558929203367426,-0.021873632940660484,-0.027563988270412905,-0.025381837051554567,0.025381837051554564,0.093561708930564,-0.01894888469297004,-0.018948884692970056,0.020922774678117532,-0.02303538848503276,-0.06132287379456708,0.0649959378808197,-0.01894888469297004,0.015902375099452484,-0.0730075541837846,-0.07300755418378456,0.015902375099452516,0.099998225730517,0.014690817546092083,-0.013523895878441031,0.053892547592467276,-0.07100204624083745,-0.01789418612153489,0.0015386896989135813,0.034661424673009526,-0.06203621962587613,-0.023035388485032803,0.018376327956864703,-0.06623829151317775,0.07602026721430602,0.04275687835293695,0.2037878011742131,-0.010065525494839696,-0.05915710062774091,-0.03235856242539571,-0.03454030528376494,0.05198942363013565,-0.006424547087635806,-0.03859635546308727,0.03873337131182467,0.015970025210740667,0.07503611184887134,-0.05694847751803527,-0.034540305283764956,-0.04754086820723751,-0.03558929203367424,-0.04234157160285292,-0.05315473505337851,0.04831409699563816,-0.03454030528376495,0.07779457825430104,-0.04142953900984387,-0.03859635546308723,0.10105302166919707,0.0935617089305641,-0.04050209806302087,0.030502944743365446,-0.0076602901100765244,-0.05159107603156918
Species_Dog,-0.11837420568184072,-0.027888667551135875,-0.02788866755113584,-0.04125684985035177,-0.03830629366094821,-0.025786334848812178,-0.05163977794943224,-0.0317054506685245,-0.020999979492217553,-0.04266666666666669,-0.03346430960736847,1.0,-0.04403855060505448,-0.031705450668524544,-0.035143814808558396,-0.04537599842696544,-0.02985313631105807,-0.03170545066852453,-0.029853136311058116,-0.02788866755113586,-0.041256849850351725,-0.029853136311058077,-0.03170545066852449,-0.027888667551135837,-0.029853136311058105,-0.04125684985035178,-0.018163064367460013,-0.033464309607368445,-0.038306293660948204,-0.04125684985035173,-0.04795925194641447,-0.025786334848812178,-0.03830629366094824,-0.045375998426965436,-0.027888667551135893,-0.03514381480855838,-0.016854996561581112,0.01685499656158108,0.0009629057095006943,-0.04643893490730252,-0.046438934907302505,0.12696908299367124,0.021123447977428034,-0.00019945424204366672,-0.01792842914001593,-0.04643893490730249,-0.021596127234271876,-0.024152455430889494,-0.05861818562606393,-0.021596127234271806,0.010313274764284907,0.1158249371973315,-0.04043761109421331,-0.026655699499159174,-0.055411810746120685,-0.04526616323415824,-0.024188278349285414,0.14543977663385263,-0.07909557182242206,0.057190121161595525,0.08704761334419515,-0.04759916518114285,-0.04526616323415822,0.014318894314511997,0.0825722823844771,-0.03665248514979956,-0.035355339059327404,-0.04125684985035176,0.01926686588971134,-0.04125684985035168,0.008149442537723766,0.06532038324101039,0.01335965850544106,-0.058464073430922366,0.08596929813373291,0.009920381611053034,-0.04403855060505447,-0.01283162256436844,-0.045375998426965436,0.051555759688057666,0.062978697084545,0.022500000000000023,0.019266865889711333,-0.009198011552709776,0.0009629057095006641,0.008055204211335355,0.005588103719341885,0.0009629057095006581,0.0032274861218395076,-0.04408027446096387,0.006414632170856753,-0.06577811614344305
Species_Duck,0.026335247337158283,-0.028785386654489896,-0.028785386654489934,-0.042583403201715254,-0.03953797621593146,-0.026615456534959992,-0.05330017908890262,-0.0327248928216064,-0.021675202958745195,-0.04403855060505448,-0.03454030528376496,-0.04403855060505448,1.0,-0.03272489282160635,-0.03627381250550059,-0.046834996944862185,-0.030813020019237178,-0.03272489282160638,-0.030813020019237167,-0.028785386654489924,-0.042583403201715164,-0.03081302001923722,-0.032724892821606406,-0.028785386654489927,-0.030813020019237185,-0.04258340320171524,-0.018747070998966754,-0.034540305283764935,-0.0395379762159315,-0.042583403201715254,-0.04950131118334513,-0.026615456534959996,-0.03953797621593146,-0.046834996944862255,-0.028785386654489948,-0.03627381250550058,0.04693763767365271,-0.04693763767365271,-0.05452067804881141,-0.08625819491779425,-0.0141149773501845,0.04841155313155101,-0.01980327253033887,0.07081838558628857,-0.021286672483992526,0.05802824021742524,-0.06042388609287191,0.10481115521787529,-0.06259555103289767,-0.026527559748090145,-0.02911420978274315,0.07323070001089103,-0.006531101891882728,0.03452583445020135,0.008898825966347902,-0.01264348554091421,-0.02761218456568935,-0.0035635888148800596,-0.04408493777020834,-0.05483983162247682,0.04478330286574235,-0.015565828548921554,-0.01264348554091415,0.061845674895733185,0.07754010695187169,-0.040241276727518226,0.0778498944161524,0.022711148374248074,0.016042780748663076,-0.0425834032017152,0.0034508619000051272,0.004837357067658293,-0.04818301700863845,0.0353740102032947,-0.061460442960120286,-0.07494337813879723,-0.045454545454545504,0.07669025095194322,0.013009721373572872,-0.004457671986919932,0.05706518143575797,-0.04403855060505441,0.016042780748663124,-0.012484944777633398,-0.05452067804881148,0.004837357067658254,0.002366269119524334,-0.002271694918700516,0.05330017908890258,-0.04778742499399511,0.08030493062326803,-0.0678931147614414
Species_Eagle,0.018959999223857944,-0.020723971248126957,-0.02072397124812696,-0.030657820726618334,-0.028465272749090786,-0.019161735175103164,-0.03837333825724884,-0.023560209424083736,-0.01560501126165303,-0.0317054506685245,-0.02486721134560902,-0.031705450668524544,-0.03272489282160635,1.0,-0.02611524578241811,-0.03371874561705931,-0.022183761108070056,-0.023560209424083767,-0.02218376110807004,-0.02072397124812697,-0.03065782072661834,-0.022183761108070084,-0.02356020942408376,-0.020723971248126995,-0.022183761108070046,-0.030657820726618372,-0.013496909561525114,-0.024867211345609003,-0.028465272749090782,-0.030657820726618334,-0.035638352266087026,-0.019161735175103174,-0.028465272749090734,-0.03371874561705931,-0.020723971248126978,-0.026115245782418115,-0.07867485801686672,0.0786748580168667,-0.03925203360559063,0.1341138980597017,0.036006257009480194,-0.06535084411174721,-0.017060040264128173,-0.05809978967914205,0.013158076982937758,-0.013047563515630413,-0.02180996300475484,-0.06917033205710997,0.021892293647704848,0.11647699161458258,0.021892293647704866,-0.06853895074047794,-0.05877564259018458,0.01956321679411113,-0.06727023210296529,0.037421995700378644,0.06479188114867808,0.010547455832240132,0.04336336297764727,0.03058621504497263,-0.01994204726490253,0.03461588526541267,-0.012010437809243121,-0.058106455425775604,-0.03272489282160641,0.04815189265543516,0.04982030926286498,0.0581363118964022,-0.032724892821606365,-0.03065782072661831,-0.05465767753679879,-0.03656776005473908,0.12394813704318751,0.021638997259865587,-0.04424830099004456,-0.05395530838018769,-0.03272489282160641,0.018081438942742636,-0.03371874561705932,0.029596789577627725,-0.0503609621655634,0.054383654966149636,-0.03272489282160638,-0.04344444834480706,0.031801416115640475,-0.036567760054739086,-0.03747897720857917,-0.03925203360559068,-0.03837333825724878,0.038864279271518844,0.05152809748076976,0.06909507855440672
Species_Elephant,0.044001658363646425,-0.0229714258048727,-0.022971425804872707,-0.0339825724388733,-0.03155224899428009,-0.02123976976214368,-0.04253481546117006,-0.026115245782418122,-0.017297329459172273,-0.035143814808558375,-0.027563988270412895,-0.035143814808558396,-0.03627381250550059,-0.02611524578241811,1.0,-0.03737544575321973,-0.024589525639932986,-0.026115245782418143,-0.024589525639932976,-0.022971425804872703,-0.03398257243887329,-0.024589525639933003,-0.026115245782418143,-0.022971425804872717,-0.024589525639932993,-0.033982572438873294,-0.014960610245764207,-0.027563988270412905,-0.03155224899428007,-0.03398257243887326,-0.039503228174104225,-0.021239769762143677,-0.03155224899428007,-0.037375445753219744,-0.022971425804872703,-0.028947368421052617,-0.0080774846967149,0.008077484696714845,-0.0435088027707377,-0.024348636660194645,-0.024348636660194677,0.09921804547875877,0.0579092710853355,-0.06440054330869348,-0.05250611612542335,0.02013882564885258,-0.033465115892233825,0.005914066966668205,-0.03537879346131862,-0.033465115892233825,0.08849978782264188,0.007119035907335551,0.027481323995734996,-0.03725841345191603,-0.03249463069198661,0.06638631961345176,-0.05582246240342564,0.02292298491313126,0.027481323995734965,-0.028512580038199526,0.010829740876859905,0.018745780616374774,-0.06810617245317842,0.031143370943810415,-0.03627381250550061,0.07979718080911247,-0.062126074419739524,-0.033982572438873315,-0.03627381250550056,0.12707422542293825,0.08624620718723786,-0.040533427541005064,-0.03845119794825531,0.010869037104129672,-0.04904690085768915,-0.059806605036982395,-0.03627381250550062,0.06456815119776226,-0.03737544575321974,-0.04446660841275285,-0.003605757140891129,-0.03514381480855833,-0.036273812505500574,-0.04815587272524121,0.020930371029862484,0.02807510132710303,0.15982216763003612,0.020930371029862477,-0.04253481546116998,-0.022187930807716513,0.03557537195964485,-0.0006840950320197407
Species_Frog,0.045271463076968804,-0.02965959691243362,-0.029659596912433625,-0.043876658294791676,-0.0407387418961421,-0.027423766161021202,-0.05491890194536592,-0.03371874561705931,-0.022333477415746168,-0.045375998426965436,-0.03558929203367424,-0.04537599842696544,-0.046834996944862185,-0.03371874561705931,-0.03737544575321973,1.0,-0.03174880936618489,-0.033718745617059336,-0.03174880936618491,-0.029659596912433653,-0.04387665829479157,-0.03174880936618491,-0.033718745617059294,-0.02965959691243363,-0.03174880936618492,-0.04387665829479166,-0.01931641828515788,-0.035589292033674266,-0.04073874189614209,-0.04387665829479162,-0.05100466267685015,-0.027423766161021206,-0.04073874189614206,-0.048257372654155584,-0.029659596912433656,-0.03737544575321973,-0.08816586206885997,0.08816586206886001,-0.005331562876025035,0.016428936001473184,0.0866334603356372,0.008053833703824745,-0.024415876256808713,-0.046289205919306534,0.01883149010313244,-0.05377558833269086,-0.031213839454375,-0.001249933599041288,0.09649487384598678,-0.03121383945437498,-0.03383153608071732,0.00025151570482722296,-0.01102882250067997,-0.004199753397720489,-0.029884417730701284,0.018184173171832838,0.01032657387405541,0.01509523848930319,0.0620604927156907,0.009679150944663402,-0.09536296211175703,-0.020137305265300144,-0.0171890194161604,0.052547941591840244,-0.04683499694486223,-0.043670943811649585,0.07130150264626087,0.019663243161739962,-0.04683499694486219,-0.04387665829479163,0.03763078097363349,0.001799874294352935,0.06387247391383688,-0.06217653993833257,-0.01747355903666587,-0.03821063506311812,0.07285443969200782,0.025877674902053133,-0.04825737265415548,-0.057413139819363,-0.03087434841936982,0.016228221659643903,0.07285443969200779,-0.015603691057321015,-0.05617646737665381,0.05593455499373673,-0.0006772590426778201,-0.0053315628760250405,-0.0030510501080758656,-0.015683446020758367,0.035503539369573796,0.05667652414978128
Species_Goat,-0.08953618625333379,-0.019513223295418138,-0.01951322329541814,-0.028866711617517356,-0.026802257958555627,-0.01804225709072288,-0.0361314686764962,-0.022183761108070063,-0.014693326179154554,-0.02985313631105809,-0.02341440459994266,-0.02985313631105807,-0.030813020019237178,-0.022183761108070056,-0.024589525639932986,-0.03174880936618489,1.0,-0.02218376110807005,-0.020887728459530002,-0.019513223295418134,-0.02886671161751732,-0.020887728459530033,-0.022183761108070056,-0.01951322329541816,-0.02088772845953003,-0.028866711617517336,-0.01270838522785089,-0.023414404599942665,-0.026802257958555613,-0.028866711617517367,-0.03355626763435988,-0.018042257090722883,-0.026802257958555613,-0.03174880936618491,-0.019513223295418162,-0.024589525639932983,0.00628968137344119,-0.006289681373441199,0.03830628565636374,-0.00651179494272188,-0.006511794942721905,-0.011409221301038577,0.04001494881288376,-0.05470544983159992,0.019513223295418144,-0.006511794942721904,0.08254546448988735,-0.06512922251668322,-0.06512922251668325,0.03371751197015066,0.031331103256131664,-0.016009576785626926,-0.0553418176691215,0.029011945907838576,-0.01420125959968497,0.046871821761803885,-0.04741874461911155,0.023049885622453515,-0.0012451908975552313,-0.010455518883366405,-0.013281622274398167,0.09562626847210291,0.04687182176180389,-0.09042505657196888,-0.030813020019237167,-0.05342140601785165,0.003298336738318051,-0.028866711617517377,-0.030813020019237143,0.1592480257566372,-0.051464434775304345,0.045703554018385224,0.051357662627842755,-0.040906311408586755,0.026213097236106663,0.06468534223788547,-0.030813020019237178,-0.042410676795322524,-0.03174880936618489,0.036072682537212644,0.013570495992969429,-0.029853136311058064,0.057774412536069665,-0.04090631140858668,-0.03695882837196905,-0.03443137701833502,-0.035289358511390104,0.03830628565636377,0.11742727319861272,-0.05723019045290185,0.004488208326137885,0.01645990852490449
Species_Gorilla,0.13301168686275747,-0.020723971248126985,-0.020723971248126975,-0.030657820726618365,-0.028465272749090775,-0.019161735175103164,-0.03837333825724878,-0.023560209424083746,-0.015605011261653028,-0.0317054506685245,-0.024867211345609,-0.03170545066852453,-0.03272489282160638,-0.023560209424083767,-0.026115245782418143,-0.033718745617059336,-0.02218376110807005,1.0,-0.022183761108070056,-0.020723971248126975,-0.030657820726618313,-0.02218376110807008,-0.023560209424083756,-0.020723971248126985,-0.02218376110807008,-0.030657820726618344,-0.013496909561525114,-0.024867211345609003,-0.028465272749090793,-0.030657820726618337,-0.03563835226608703,-0.019161735175103178,-0.02846527274909076,-0.03371874561705932,-0.020723971248127002,-0.02611524578241815,-0.07867485801686658,0.07867485801686656,0.03180141611564054,0.08506007753459108,0.03600625700948025,-0.018031992171574734,-0.0647062955732289,-0.05809978967914208,0.013158076982937757,-0.0130475635156305,-0.06790561454453403,-0.06917033205711001,0.34061148361455645,-0.06790561454453398,-0.06917033205711003,-0.06853895074047793,0.14550236854547907,-0.02543218183234457,-0.06727023210296527,0.037421995700378644,0.007215459491557342,-0.06375984561651446,-0.007706139806268646,0.17352498097227492,-0.0666327088252432,-0.01407048573737995,-0.012010437809243142,-0.05810645542577552,-0.0327248928216064,-0.05673607407590276,-0.003113769328929069,-0.030657820726618344,0.050905388833609955,0.14693044451942264,-0.054657677536798774,-0.036567760054739086,0.04462944377987112,0.021638997259865598,0.019829794147390303,0.0550706635921812,-0.0327248928216064,-0.0450421559377249,-0.03371874561705931,0.02959678957762775,0.06479188114867807,-0.03170545066852449,-0.03272489282160642,-0.0434444483448071,-0.03925203360559064,0.03908300280982692,-0.03747897720857917,0.03180141611564053,-0.038373338257248785,0.08868701105894139,-0.0019135102512752846,-0.048879487885650205
Species_Hamster,-0.022418377923093192,-0.01951322329541814,-0.019513223295418144,-0.02886671161751736,-0.02680225795855561,-0.018042257090722873,-0.036131468676496165,-0.022183761108070035,-0.01469332617915455,-0.029853136311058074,-0.02341440459994266,-0.029853136311058116,-0.030813020019237167,-0.02218376110807004,-0.024589525639932976,-0.03174880936618491,-0.020887728459530002,-0.022183761108070056,1.0,-0.019513223295418148,-0.0288667116175173,-0.020887728459530037,-0.02218376110807004,-0.019513223295418148,-0.02088772845953002,-0.028866711617517353,-0.012708385227850888,-0.02341440459994266,-0.0268022579585556,-0.02886671161751733,-0.03355626763435981,-0.01804225709072288,-0.02680225795855558,-0.03174880936618491,-0.01951322329541815,-0.024589525639932976,-0.029875986523845634,0.02987598652384566,-0.036958828371969,-0.0065117949427218845,-0.006511794942721878,-0.01140922130103863,-0.010455518883366384,-0.0001395547189581526,0.08362809983750624,-0.006511794942721892,0.033717511970150646,-0.0651292225166832,-0.06512922251668318,-0.015110440549586034,0.07956126614253906,0.03251557455685459,-0.05534181766912152,0.02901194590783855,-0.014201259599684928,0.046871821761803795,0.013570495992969419,-0.01630603262374439,-0.0012451908975552094,0.04001494881288367,-0.013281622274398172,-0.059090439000692524,-0.005490699120668455,0.030107433608621424,0.057774412536069665,-0.053421406017851704,-0.05277338781308873,-0.02886671161751735,0.05777441253606964,0.06519065706955993,0.0057020254438547285,-0.03443137701833504,-0.03266261388883726,0.02803492893950552,0.026213097236106576,0.0646853422378854,-0.03081302001923717,-0.04241067679532247,0.05445802717671987,-0.03777244244734301,0.013570495992969393,0.06133886601412722,0.0577744125360696,-0.04090631140858668,-0.036958828371969066,-0.03443137701833499,0.04310915954516393,0.038306285656363764,-0.036131468676496165,-0.004454236521098481,-0.05212112894869842,0.01645990852490444
Species_Hippo,0.10266770686635077,-0.018229166666666664,-0.01822916666666666,-0.0269671539769591,-0.025038550524055476,-0.016854996561581043,-0.033753857804207595,-0.020723971248126964,-0.01372644015560451,-0.027888667551135834,-0.021873632940660467,-0.02788866755113586,-0.028785386654489924,-0.02072397124812697,-0.022971425804872703,-0.029659596912433653,-0.019513223295418134,-0.020723971248126975,-0.019513223295418148,1.0,-0.02696715397695908,-0.019513223295418148,-0.02072397124812695,-0.018229166666666654,-0.019513223295418155,-0.026967153976959073,-0.011872117121577496,-0.02187363294066047,-0.025038550524055455,-0.026967153976959084,-0.03134811641096993,-0.01685499656158104,-0.02503855052405547,-0.02965959691243363,-0.01822916666666666,-0.022971425804872714,-0.013430382733756326,0.013430382733756359,-0.03452677356259993,0.05632807260870539,0.0008513058832549716,-0.05748374261173816,-0.003031886930725963,0.007151802490310847,0.026785714285714315,0.0008513058832550222,0.20092536077319015,-0.009350397380856666,-0.009350397380856615,-0.05973096325573269,-0.060843430844447585,-0.0602880568230642,0.006056295160729231,-0.011062380084449852,0.04575436687821346,0.0018587324876307197,0.020816908333532246,-0.04674684418649436,0.0060562951607292265,-0.00303188693072597,-0.005807109692705329,0.05492038307407132,0.001858732487630725,-0.04157909910629872,-0.028785386654489844,0.009404785765107867,-0.049300664859163436,0.07345339083247916,-0.028785386654489913,-0.026967153976959063,0.012956043113954664,-0.03216563971660409,-0.03051326904501745,0.10899602185581592,0.033546693005671306,-0.04746003057221634,-0.02878538665448987,0.03176892495716447,-0.029659596912433635,0.04355405266462445,0.020816908333532252,-0.02788866755113587,-0.02878538665448987,-0.03821449470937936,0.045830181574165456,-0.032165639716604036,0.13443751867356435,0.045830181574165386,-0.033753857804207595,-0.053464190120552174,0.011747748862123448,-0.04299525031088632
Species_Horse,0.0246717780270523,-0.026967153976959105,-0.026967153976959084,-0.039893617021276605,-0.037040554825622365,-0.024934287774570386,-0.04993346637106007,-0.03065782072661833,-0.020306085955567606,-0.041256849850351746,-0.03235856242539568,-0.041256849850351725,-0.042583403201715164,-0.03065782072661834,-0.03398257243887329,-0.04387665829479157,-0.02886671161751732,-0.030657820726618313,-0.0288667116175173,-0.02696715397695908,1.0,-0.028866711617517332,-0.030657820726618313,-0.026967153976959105,-0.028866711617517336,-0.03989361702127656,-0.017562909830403997,-0.032358562425395705,-0.037040554825622365,-0.03989361702127664,-0.04637455444894718,-0.024934287774570393,-0.03704055482562234,-0.04387665829479159,-0.026967153976959125,-0.03398257243887328,-0.004635893749128929,0.004635893749128944,0.004398286230658611,-0.04251079179302062,-0.0425107917930206,0.02579487769135896,-0.00979947084249194,0.004834451558156572,0.08013097181724993,-0.004211898726036611,-0.016383873533090232,-0.01891081015180115,-0.01891081015180112,0.019605421699709073,0.016637876239325028,0.018111739366186663,0.00326323413050536,0.04887689741746242,-0.015098745186785879,-0.041358296333957816,0.0693263936982689,-0.044290690591374596,-0.03660940790160726,-0.0097994708424919,-0.05025223933062852,0.032373396357584495,-0.002763800232340841,0.05271329756907524,-0.04258340320171514,0.049009260650055536,0.05105274702426302,-0.039893617021276605,0.022711148374248098,0.029432624113475202,-0.02898822692354186,0.07054509443576343,0.016788737658379682,-0.05653226951201959,-0.007549153068750693,-0.07020956994882627,0.022711148374248088,-0.00932738859169414,-0.04387665829479158,-0.05220128197900065,0.024373458480983424,0.02595743469751293,-0.04258340320171515,0.09590991931004691,-0.051076872356035696,0.07054509443576334,0.009015000590975564,-0.051076872356035724,0.06324905740334273,-0.040192546990071416,0.05314292868004023,-0.0636046373711491
Species_Kangaroo,0.1118172387373882,-0.019513223295418162,-0.019513223295418144,-0.02886671161751736,-0.026802257958555648,-0.018042257090722907,-0.03613146867649623,-0.022183761108070073,-0.01469332617915456,-0.029853136311058084,-0.023414404599942665,-0.029853136311058077,-0.03081302001923722,-0.022183761108070084,-0.024589525639933003,-0.03174880936618491,-0.020887728459530033,-0.02218376110807008,-0.020887728459530037,-0.019513223295418148,-0.028866711617517332,1.0,-0.022183761108070073,-0.01951322329541816,-0.02088772845953005,-0.028866711617517343,-0.012708385227850911,-0.023414404599942696,-0.026802257958555648,-0.02886671161751738,-0.03355626763435993,-0.01804225709072291,-0.026802257958555644,-0.031748809366184925,-0.019513223295418172,-0.02458952563993302,0.07862101716801483,-0.07862101716801487,0.03830628565636381,0.04544967082471192,-0.05847326071015563,-0.06153287892694991,0.09048541650913396,-0.054705449831599945,-0.04460165324667008,0.04544967082471188,-0.015110440549586053,-0.06512922251668322,0.07956126614253912,0.033717511970150695,0.03133110325613169,-0.06453472812810848,-0.001245190897555224,0.07667442847071632,0.03493761211249938,-0.005490699120668486,-0.04741874461911161,-0.055661950869942314,0.052851435874011046,-0.010455518883366382,-0.013281622274398202,-0.007518203176427396,0.04687182176180387,-0.050247559845105455,-0.030813020019237185,0.057683752242680304,-0.052773387813088816,-0.028866711617517395,-0.03081302001923716,0.06519065706956004,-0.05146443477530438,-0.03443137701833506,-0.032662613888837295,0.0280349289395056,0.026213097236106625,0.006941121199042455,0.057774412536069776,0.02445454347472228,0.054458027176719964,0.03607268253721263,-0.0474187446191116,-0.029853136311058088,0.1463618450913767,0.028034928939505536,0.03830628565636382,-0.034431377018335055,-0.03528935851139014,-0.03695882837196911,-0.03613146867649621,0.048321717410704915,-0.05212112894869852,-0.04602382189487852
Species_Koala,-0.006384820251453005,-0.020723971248126964,-0.020723971248126968,-0.030657820726618372,-0.028465272749090765,-0.01916173517510316,-0.0383733382572488,-0.02356020942408376,-0.015605011261653028,-0.03170545066852449,-0.02486721134560899,-0.03170545066852449,-0.032724892821606406,-0.02356020942408376,-0.026115245782418143,-0.033718745617059294,-0.022183761108070056,-0.023560209424083756,-0.02218376110807004,-0.02072397124812695,-0.030657820726618313,-0.022183761108070073,1.0,-0.020723971248126975,-0.022183761108070053,-0.03065782072661832,-0.013496909561525113,-0.024867211345609003,-0.02846527274909076,-0.030657820726618365,-0.03563835226608702,-0.019161735175103167,-0.02846527274909076,-0.03371874561705929,-0.02072397124812701,-0.02611524578241815,0.02375090053339368,-0.023750900533393703,0.031801416115640545,-0.013047563515630464,-0.013047563515630469,-0.0180319921715747,0.07823247035407345,-0.05809978967914208,0.013158076982937762,-0.01304756351563051,0.024285688535024275,-0.023639019204702565,-0.06917033205710996,0.024285688535024295,-0.023639019204702565,0.06889043253914702,-0.0077061398062686325,0.01956321679411118,0.07189728510475657,-0.06144287131886497,-0.05036096216556338,0.01054745583224011,-0.0077061398062686194,0.030586215044972703,0.07343927585577885,-0.01407048573737995,-0.01201043780924314,-0.05810645542577552,0.05090538883360997,0.04815189265543527,-0.05604784792072307,-0.030657820726618358,-0.03272489282160637,-0.030657820726618348,-0.0006901221911211803,0.03908300280982694,0.044629443779871124,-0.04344444834480706,-0.044248300990044565,0.0005576776059967865,0.050905388833609996,0.018081438942742608,-0.03371874561705929,-0.040116130451603775,-0.050360962165563426,-0.0317054506685245,-0.03272489282160639,0.021638997259865643,0.10285486583687166,0.03908300280982694,0.03653253839018076,0.03180141611564056,-0.03837333825724879,-0.06078118430332617,-0.0553551179833203,0.12808236177443522
Species_Lion,0.10266770686635085,-0.018229166666666668,-0.01822916666666666,-0.026967153976959143,-0.025038550524055504,-0.016854996561581063,-0.03375385780420762,-0.020723971248126992,-0.013726440155604522,-0.027888667551135855,-0.021873632940660474,-0.027888667551135837,-0.028785386654489927,-0.020723971248126995,-0.022971425804872717,-0.02965959691243363,-0.01951322329541816,-0.020723971248126985,-0.019513223295418148,-0.018229166666666654,-0.026967153976959105,-0.01951322329541816,-0.020723971248126975,1.0,-0.01951322329541817,-0.026967153976959087,-0.011872117121577513,-0.021873632940660494,-0.025038550524055493,-0.026967153976959143,-0.03134811641096998,-0.016854996561581067,-0.025038550524055497,-0.02965959691243365,-0.0182291666666667,-0.022971425804872735,-0.12926743381240471,0.12926743381240471,-0.03452677356259996,0.0008513058832549879,0.11180483933415584,-0.0039691155612866956,-0.05691678647226429,-0.051105588628679616,0.09523809523809516,-0.054625460842195425,0.04453156635583647,-0.060843430844447634,0.04214263608273425,0.04453156635583644,-0.009350397380856674,-0.060288056823064304,0.06381267096183002,-0.06194932847291908,-0.05917206977505024,0.0018587324876307252,0.08593219760082114,-0.004728416423461494,0.06381267096183005,-0.05691678647226422,-0.0058071096927053275,0.05492038307407133,0.0018587324876307113,-0.04157909910629874,-0.02878538665448987,-0.04990604059226598,0.1302946142706462,-0.026967153976959125,-0.028785386654489858,-0.026967153976959105,0.07398993296403036,-0.03216563971660412,-0.03051326904501746,-0.03821449470937944,0.033546693005671445,0.014190706815612871,-0.02878538665448991,-0.03961986618221088,-0.02965959691243365,0.04355405266462446,-0.04429838093375668,-0.02788866755113586,-0.028785386654489896,0.03539076357321835,0.12618713671093088,0.053390585652050265,-0.03296716222249827,-0.034526773562599956,-0.03375385780420759,0.0028821665833181657,-0.04869132752064317,0.023715634100052455
